"id","econ_number","model","brand","color","circulation_card_number","insurance_company","insurance_code","serial_number","license_plate","year","insurance","circulation_card","sua","unit_type","permiso_sct","conf_vehicular","performance","status","fumigation_certified","verificacion_fisico_mecanica","verificacion_de_emisiones","initial_milage","current_milage","photo_1","photo_2","photo_3","photo_4","photo_5","photo_6","fumigation_expiration","insurance_expiration","system","observations","current_state","date_joined","date_created","date_updated","supplier_id","is_rent"
"68","ECO-13-011","2007","KENTWORTH","Sin color",NULL,"HDI","001",NULL,"49AU4Z",2007,"","","","TRACTO",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:24:26.029973+00","2023-07-19 08:40:44.319718+00",NULL,False
"69","ECO-13-002","2007","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"089UL6",2007,"","","","PLATAFORMA 48’",NULL,"CTR021","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:24:35.272679+00","2023-07-19 08:40:44.711245+00",NULL,False
"70","EQ-005-008T","2007","VOLVO","Sin color",NULL,"AXA","140288080200","","28AD7V",2007,"","","","TRACTO","","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:57.020686+00","2023-07-19 08:40:45.107656+00","7",False
"72","EQ-06-002D","2013","RAM","Sin color",NULL,"QUALITAS","51100749720","","ST2421D",2013,"","","","UNIDAD 2.5 TN","","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","CAJA REFRIGERADA/SECA","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:28.806479+00","2023-07-19 08:40:45.886715+00",NULL,False
"73","ECO-04-020","2005","Volvo","Sin color",NULL,"Hdi","001",NULL,"913AJ5",2005,"","","","TRACTO",NULL,"T2S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:24:42.567154+00","2023-07-19 08:40:46.27652+00",NULL,False
"74","EGD-001-001","2007","Kentworth","Sin color",NULL,"Hdi","001",NULL,"597AF2",2007,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:24:50.272465+00","2023-07-19 08:40:46.666706+00",NULL,False
"75","EGA-001-001","NP300","Nissan","Sin color",NULL,"Hdi","4066425","","JW70887",2020,"","","","UNIDAD 1 TN","","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:29.279413+00","2023-07-19 08:40:47.05587+00",NULL,False
"76","EGC-01-002","SILVERADO 3500","CHEVROLET","Sin color",NULL,"QUALITAS","1060101733","3GB3C9CG6FG100002","NR4433A",2011,"","","","UNIDAD 3.5 TN","","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:29.433404+00","2023-07-19 08:40:47.452345+00",NULL,False
"77","ECO-13-013","1998","UTILITY","Sin color",NULL,"QUALITAS","X0X0X0X0X0X","","14UC3P",1998,"","","","CAJA 53’","","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:29.586578+00","2023-07-19 08:40:47.854721+00",NULL,False
"78","EQ-003-007T","2011","KENTWORTH","Sin color",NULL,"HDI","001",NULL,"54AX3X",2001,"","","","TRACTO",NULL,"T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.874815+00","2023-07-19 08:40:48.244618+00","5",False
"79","EQ-003-005L","2014","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"20UE1P",2014,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.802274+00","2023-07-19 08:40:48.638991+00","5",False
"80","EG-03-006T","2001","VOLVO","Sin color",NULL,"HDI","001",NULL,"54AX3X",2001,"","","","TRACTO",NULL,"T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:25:08.826455+00","2023-07-19 08:40:49.02987+00",NULL,False
"81","EGO-03-007","2001","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"20UE1P",2001,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:25:16.921444+00","2023-07-19 08:40:49.423649+00",NULL,False
"82","EQ-17-001E","RAM 4000","CHEVROLET","Sin color",NULL,"HDI","001",NULL,"9.7e+69",2006,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:25:23.959905+00","2023-07-19 08:40:49.812472+00",NULL,False
"83","EQ-06-001B","2008","NISSAN","Sin color",NULL,"QUALITAS","001",NULL,"5375ZP",2008,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-10-22 19:23:26.887685+00","2023-07-19 08:40:50.202815+00","20",False
"85","EG-01-002E","SILVERADO 3500","CHEVROLET","Sin color",NULL,"QUALITAS","1060101733","3GB3C9CG6FG100002","NR4433A",2015,"","","","UNIDAD 3.5 TN","","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:30.816534+00","2023-07-19 08:40:50.984008+00",NULL,False
"86","ECO-04-021","2001","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"61UJ8U",2001,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:25:44.942081+00","2023-07-19 08:40:51.373984+00",NULL,False
"87","EG-01-003B","NP300","NISSAN","Sin color",NULL,"QUALITAS","1060099598","3N6AD35C2JK809729","NDZ1285",2018,"","","","UNIDAD 1 TN","","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","ESTAQUITAS","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:31.13046+00","2023-07-19 08:40:51.763534+00",NULL,False
"88","EQ-10-001","1999","TRAILMOBILE","Sin color",NULL,"HDI","0","","165XS8",1999,"","","","CAJA 53’","","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:31.284253+00","2023-07-19 08:40:52.15044+00",NULL,False
"89","EC0-06-004","2001","INTERNATIONAL","Sin color",NULL,"QUALITAS","001",NULL,"392XP3",2001,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","CAJA REFRIGERADA FUNCIONAL COMO SECA","Queretaro de Arteaga","2023-07-19","2023-07-26 18:25:54.770644+00","2023-07-19 08:40:52.542016+00",NULL,False
"90","EG-04-001E","2010","ISUZU","Sin color",NULL,"HDI","001","JAANMR852A7500823","60AU5Y",2010,"","","","UNIDAD 3.5 TN","1431TUZJ28072022021001000","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","REFRIGERADA FUERA DE FUNCIONAMIENTO","Queretaro de Arteaga","2023-07-19","2023-07-26 18:26:03.038178+00","2023-07-19 08:40:52.929992+00",NULL,False
"91","EG-01-005L","2008","WABASH","Sin color",NULL,"HDI","001",NULL,"57UP3N",2008,"","","","CAJA 53’","2242HUAR2602221021003003","CTR006","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:26:10.355666+00","2023-07-19 08:40:53.322742+00",NULL,False
"92","EQ-10-001B","2010","NISSAN","Sin color",NULL,"QUALITAS","1690023305","3N6AD35C8GK880913","4177ZP",2010,"","","","UNIDAD 1 TN","2242REAS30112016277601000","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:31.896549+00","2023-07-19 08:40:53.713783+00",NULL,False
"93","EQ-004-039L","2000","TRAIL MOBILE","Sin color",NULL,"QUALITAS","001","1PT01JAHXY6008445","98UN5G",2000,"","","","CAJA 53’","2242CANA25102011021001022","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.658115+00","2023-07-19 08:40:54.11101+00",NULL,False
"94","EQG-01-005T","2007","FREIGHTLINER","Sin color",NULL,"QUALITAS","","","38AA8N",2007,"","","","CAJA 53’","2242MAOJ02072014021001018","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:32.205404+00","2023-07-19 08:40:54.502282+00",NULL,False
"95","EQ-013-001F","HINO 500","HINO","Sin color",NULL,"HDI","001",NULL,"69AU7M",2006,"","","","UNIDAD 5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2025-04-08 23:24:35.238064+00","2023-07-19 08:40:54.890957+00","15",False
"96","EQ-004-003B","NP300","NISSAN","Sin color",NULL,"HDI","830293122","3N6AD35A4MK809461","SY5752A",2021,"","","","UNIDAD 1 TN","2242CANA2510201102100","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.580451+00","2023-07-19 08:40:55.285046+00",NULL,False
"97","EQ-004-004B","NP300","NISSAN","Sin color",NULL,"HDI","830293122","3N6D35C6GK871904","SS6547D",2016,"","","","UNIDAD 1 TN","2242CANA2510201102100","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.478198+00","2023-07-19 08:40:55.681812+00",NULL,False
"98","EQ-004-010G","2007","INTERNATIONAL","Sin color",NULL,"HDI","830293122","1HTMPAFL17H511431","51AN9D",2007,"","","","RABON","2242CANA25102011021001017","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.411502+00","2023-07-19 08:40:56.066951+00",NULL,False
"99","EQ-005-002A","DUCATO","FIAT","Sin color",NULL,"AXA","140270181000","ZFCNFFFJ1K2J88119","SV6398A",2019,"","","","VEHICULO UTILITARIO","2242GOME2906201102100","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.343373+00","2023-07-19 08:40:56.482221+00","7",False
"100","EQG-03-007L","2007","International","Sin color",NULL,"Hdi","001",NULL,"94UE3Y",2007,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:26:33.520524+00","2023-07-19 08:42:56.233415+00",NULL,False
"101","EQ-012-004B","2022","TOYOTA","Sin color",NULL,"GNP SEGUROS","13226350","MR0CX8CB4N0428179","3892ZP",2022,"","","","UNIDAD 1 TN","1123TIMJ01092022277602000","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.274568+00","2023-07-19 08:42:56.612449+00","14",False
"102","EQ-003-008L","2001","International","Sin color",NULL,"Hdi","001",NULL,"94UE3Y",2001,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-08-29 09:23:55.155821+00","2023-07-19 08:42:56.98744+00","5",False
"104","EQ-14-005E","2001","CHEVROLET","Sin color",NULL,"HDI","001",NULL,"267AH6",2001,"","","","UNIDAD 3.5 TN","2212GUPS841213K67/1","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:26:59.91795+00","2023-07-19 08:42:57.745859+00",NULL,False
"105","EG-004-001B","NP300","NISSAN","Sin color",NULL,"BANORTE","A001-30034033261-1-1-1","3N6AD35A3MK817223","JW56486",2021,"","","","UNIDAD 1 TN","","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:33.909922+00","2023-07-19 08:42:58.134214+00",NULL,False
"106","EQ-019-001L","2000","WABASH","Sin color",NULL,"Hdi","001",NULL,"12UJ2V",2000,"","","","CAJA 53’","2242RAMC03022021021001000","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.071328+00","2023-07-19 08:42:58.516479+00",NULL,False
"107","EQ-019-002T","2009","JR BUSES","Sin color",NULL,"Hdi","001",NULL,"79AR4B",2009,"","","","TRACTO","2242RAMC03022021021001000","T2S3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:56.003172+00","2023-07-19 08:42:58.896479+00",NULL,False
"108","EQ-021-001T","2020","VOLVO","Sin color",NULL,"QUALITAS","730058792","","44AS8Z",2020,"","","","TRACTO","2242TLO20102021021002000","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.936726+00","2023-07-19 08:42:59.274867+00",NULL,False
"109","EQ-021-002L","2003","INTERNATIONAL","Sin color",NULL,"QUALITAS","730059667","","59UL5J",2003,"","","","CAJA 53’","2242TLO20102021021002001","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.867826+00","2023-07-19 08:42:59.653548+00",NULL,False
"110","EQ-022-001H","2007","KEMWORTH","Sin color",NULL,"HDI","0001","2NKMLZ9X67M312316","43AF5B",2007,"","","","TORTHON","2242GUSL2104017021001000","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-10-22 21:47:05.481287+00","2023-07-19 08:43:00.030156+00","24",False
"111","EQ-03-003I","2000","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"92UG8F",2000,"","","","PLATAFORMA 40’",NULL,"CTR021","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:27:23.238004+00","2023-07-19 08:43:00.405584+00",NULL,False
"112","EQ-025-001E","2001","FORD","Sin color",NULL,"HDI","001",NULL,"LD54218",2001,"","","","UNIDAD 3.5 TN","2242DJD488816460001","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-10-21 20:04:04.696443+00","2023-07-19 08:43:00.777934+00","93",False
"113","EQ-021-003T","2006","Kentwoth","Sin color",NULL,"Hdi","001",NULL,"87AX8D",2006,"","","","TRACTO","2242TLO20002005102021021","T2S3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.792886+00","2023-07-19 08:43:01.152472+00",NULL,False
"114","EQ-021-004I","1999","Internacional","Sin color",NULL,"Hdi","001",NULL,"99UP1N",1999,"","","","CAJA 53’","2242TLO20102021021002007","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.724933+00","2023-07-19 08:43:01.561513+00",NULL,False
"115","EQG-001-004T","2002","FREIGLINER","Sin color",NULL,"HDI","001",NULL,"98AY9H",2002,"","","","TORTHON","2242STL09122021021001001","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:27:54.106278+00","2023-07-19 08:43:01.944914+00",NULL,False
"116","EQG-001-007I","1999","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"61UP7V",1999,"","","","CAJA 53’","2242STL09122021021001001","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:28:01.894999+00","2023-07-19 08:43:02.325269+00",NULL,False
"117","EQ-026-002","FL 80","FREIGTHLINER","Sin color",NULL,"HDI","001","3ALFBXCS43DK82749","700AS7",2003,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:28:08.902907+00","2023-07-19 08:43:02.70728+00",NULL,False
"118","EG-002-001A","2009","VERSA","Sin color",NULL,"HDI","001",NULL,"JHT7899",2009,"","","","VEHICULO UTILITARIO",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:28:16.149057+00","2023-07-19 08:43:03.087549+00",NULL,False
"119","EG-06-001","F350","FORD","Sin color",NULL,"HDI","386-2772-1","1FDEF3G60CEB03311","78AU6S",2012,"","","","UNIDAD 3.5 TN","","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL","PLATAFORMA","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:36.066901+00","2023-07-19 08:43:03.466656+00",NULL,False
"120","EQ-004-020I","2001","INTERNATIONAL","Sin color",NULL,"HDI","821930025","","82AXA5",2001,"","","","CAJA 53’","","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.658143+00","2023-07-19 08:43:03.859663+00",NULL,False
"121","EQ-026-003H","M2","FREIGHTLINER","Sin color",NULL,"HDI","001","3ALACYCS4BDAY3490","93AG1E",2011,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:28:32.076074+00","2023-07-19 08:43:04.240707+00",NULL,False
"122","EG-005-001H","2020","FREIGHTLINER","Sin color",NULL,"HDI","001",NULL,"70AS8G",2020,"","","","TORTHON","1431LTP14042021021001000","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:28:43.244154+00","2023-07-19 08:43:04.616952+00",NULL,False
"123","EQ-009-001B","2001","NISSAN","Sin color",NULL,"HDI","001",NULL,"SX1525C",2001,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.58999+00","2023-07-19 08:43:04.998168+00","11",False
"124","EQ-008-001","2001","WABASH","Sin color",NULL,"HDI","001",NULL,"808DE3",2001,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.52208+00","2023-07-19 08:43:05.37686+00","10",False
"125","EQ-008-002T","2002","KENTWORTH","Sin color",NULL,"HDI","001",NULL,"41UD4H",2002,"","","","TRACTO",NULL,"T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.455057+00","2023-07-19 08:43:05.755028+00","10",False
"126","EG-004-003E","ELF 300","ISUZU","Sin color",NULL,"AXA","140262802800","JAANMR851A7500876","526EH8",2008,"","","","UNIDAD 3.5 TN","N/A","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2024-11-06 15:35:15.026368+00","2023-07-19 08:43:06.131743+00",NULL,False
"127","EQ-026-004H","2001","Freightliner","Sin color",NULL,"Hdi","001",NULL,"838AT5",2001,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:30:51.280532+00","2023-07-19 08:43:06.513763+00",NULL,False
"128","EQ-003-010I","2004","HYUMDAI","Sin color",NULL,"HDI","001",NULL,"54TZ9C",2004,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-08-29 09:23:36.517185+00","2023-07-19 08:43:06.890766+00","5",False
"131","EQ-026-005H","2003","FREIGHTLINER","Sin color",NULL,"HDI","001",NULL,"56AZ4S",2003,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:30:39.583604+00","2023-07-19 08:43:08.041001+00",NULL,False
"132","EG-006-001H","2023","FREIGHTLINER","Sin color",NULL,"QUALITAS","001",NULL,"76AU6S",2023,"","","","TORTHON","1431LTP14042021021001000","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"GDL",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:30:30.609681+00","2023-07-19 08:43:08.423321+00",NULL,False
"133","EQ-026-010","2001","NISSAN","Sin color",NULL,"HDI","001",NULL,"SV3108B",2001,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:30:20.862687+00","2023-07-19 08:43:08.801658+00",NULL,False
"135","EG-005-002H","2011","FREIGHTLINER","Sin color",NULL,"QUALITAS","001",NULL,"22AZ3B",2001,"","","","RABON","1431LTP14042021021001000","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-07-26 18:30:11.332581+00","2023-07-19 08:43:09.558412+00",NULL,False
"136","EGU-06-001","F350","FORD","Sin color",NULL,"HDI","386-2772-1","1FDEF3G60CEB03311","78AU6S",2012,"","","","UNIDAD 3.5 TN","","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","PLATAFORMA","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:38.68075+00","2023-07-19 08:43:09.938407+00",NULL,False
"137","EQ-023-005H","2016","FREIGHTLINER","Sin color",NULL,"QUALITAS","0710124935","3ALHCYDJXGDHJ2682","47AA7W",2016,"POL_0710124935_FREIGHTLINER_2014.pdf","SECRETARIA_DE_COMUNICACIONES_Y_TRANSPORTES.pdf","","TORTHON","1123LRL17042013021001005","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,"2026-02-08","QRO",NULL,"Queretaro de Arteaga","2023-07-19","2025-02-28 21:53:42.25551+00","2023-07-19 08:43:10.315781+00","57",False
"138","EQ-008-009T","2005","FREIGTHLINER","Sin color",NULL,"HDI","001",NULL,"004AM7",2005,"","","","TRACTO",NULL,"T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.244619+00","2023-07-19 08:43:10.693884+00","10",False
"139","EQ-008-004I","2003","INTERNATIONAL","Sin color",NULL,"HDI","001",NULL,"622VS2",2003,"","","","CAJA",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.172392+00","2023-07-19 08:43:11.06713+00","10",False
