"id","econ_number","model","brand","color","circulation_card_number","insurance_company","insurance_code","serial_number","license_plate","year","insurance","circulation_card","sua","unit_type","permiso_sct","conf_vehicular","performance","status","fumigation_certified","verificacion_fisico_mecanica","verificacion_de_emisiones","initial_milage","current_milage","photo_1","photo_2","photo_3","photo_4","photo_5","photo_6","fumigation_expiration","insurance_expiration","system","observations","current_state","date_joined","date_created","date_updated","supplier_id","is_rent"
"140","EQ-018-005E","2005","F","Sin color",NULL,"HDI","001",NULL,"28AN7Z",2005,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.096679+00","2023-07-19 08:43:11.442585+00","20",False
"141","EQ-005-015A","2000","HYUNDAI","Sin color",NULL,"QUALITAS","8650085045","","76UH6H",2000,"","","","CAJA 53’","2242FIZR21032012021001011","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:55.002318+00","2023-07-19 08:43:11.824239+00","7",False
"142","EQ-005-016A","2000","FREIGHTLINER","Sin color",NULL,"QUALITAS","8650085045","3AKYDDYB4YDF72739","63AN6Z",2000,"","","","TRACTO","2242FIZR2103201202100","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:54.934967+00","2023-07-19 08:43:12.20705+00","7",False
"143","EQ-005-017A","2002","INTERNATIONAL","Sin color",NULL,"AXA","140296637600","0811454CO","237DD8",2002,"","","","CAJA 53’","2442FIZR2103201202100","","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:54.866373+00","2023-07-19 08:43:12.584116+00","7",False
"144","EQ-005-018A","1990","DINA","Sin color",NULL,"AXA","140296637600","","7RA207A",1990,"","","","TRACTO","2242FIZR032001200","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","","Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:54.795332+00","2023-07-19 08:43:12.963965+00","7",False
"145","1","np300","nissan","Sin color",NULL,"GNP","","","SV6396C",2021,"","","","UNIDAD 1 TN","","CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"CDMX","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:40.063553+00","2023-07-19 08:43:13.347347+00",NULL,False
"146","2","RAM3500","DOGE","Sin color",NULL,"CHUB","5460057357","12345678","48AU4Z",2022,"","","","UNIDAD 3.5 TN","","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"CDMX","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:40.221398+00","2023-07-19 08:43:13.731949+00",NULL,False
"147","EQ-023-001H","TORTHON","STERLING","Sin color",NULL,"QUALITAS","001",NULL,"01BG4L",2009,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"CDMX",NULL,"Queretaro de Arteaga","2023-07-19","2025-01-16 17:20:30.091632+00","2023-07-19 08:43:14.107925+00","57",False
"148","20","FREIGLINER","CASCADIA","Sin color",NULL,"QUALITAS","QUALITAS","","98AY9H",2007,"","","","TRACTO","","","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"CDMX","","Queretaro de Arteaga","2023-07-19","2023-07-19 08:43:40.527029+00","2023-07-19 08:43:14.484912+00",NULL,False
"150","EQ-030-001E","F350","FORD","Sin color",NULL,"HDI","001",NULL,"22AM3R",2020,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2024-10-22 19:58:01.459655+00","2023-07-19 08:43:15.248711+00","92",False
"151","EQ-022-002H","2000","FREIGHTLINER","Sin color",NULL,"HDI","001",NULL,"87AZ5Z",2003,"","","","TORTHON","1","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2025-01-13 21:22:42.909223+00","2023-07-19 08:43:15.628265+00","24",False
"153","EQ-006-001F","2000","FREIGTHLINER","Sin color",NULL,"QUALITAS","001",NULL,"LF51950",2000,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-07-19","2023-09-18 09:06:54.726176+00","2023-07-19 08:43:16.394776+00",NULL,False
"154","EQ-005-016","2000","FREIGTHLINER","Sin color",NULL,"HDI","00000000001",NULL,"92AH2P",2000,"","","","TRACTO",NULL,"T2S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-10-06","2023-10-06 19:22:29.751438+00","2023-10-06 19:22:29.743613+00","7",False
"155","EQ-005-017","2000","INTERNATIONAL","Sin color",NULL,"HDI","00000001",NULL,"01UC7C",2000,"","","","CAJA 53’",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-10-06","2023-10-06 19:23:52.836427+00","2023-10-06 19:23:52.833709+00","7",False
"156","EQ-022-004H","2020","FREIGLINER","Sin color",NULL,"HDI","00000001",NULL,"89BH4E",2020,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-10-06","2025-01-13 21:39:36.06994+00","2023-10-06 20:01:08.800749+00","24",False
"157","EG-003-001","2000","freigthliner","Sin color",NULL,"HDI","000000001",NULL,"99BC2C",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-10-19","2023-10-19 20:52:47.488561+00","2023-10-19 20:52:47.48331+00",NULL,False
"158","EQ-045-001T","2000","KENWORTH","Sin color",NULL,"HDI","0000010",NULL,"GR9340C",2001,"","","","TRACTO",NULL,"T2S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-11-13","2024-11-11 21:33:27.308895+00","2023-11-13 17:14:57.390805+00",NULL,False
"159","EQ-045-002","2001","INTERNATIONAL","Sin color",NULL,"HDI","00000001",NULL,"307VS9",2001,"","","","CAJA",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-11-13","2023-11-13 17:15:54.274403+00","2023-11-13 17:15:54.272571+00",NULL,False
"160","EG-001-005","2024","FREIGHTLINER","Sin color",NULL,"HDI","00001",NULL,"17BA6V",2024,"","","","TORTHON","1431LTP14042021021001000","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-11-28","2023-11-28 19:55:50.142034+00","2023-11-28 19:55:50.138294+00",NULL,False
"161","EQ-022-003G","2000","K","Sin color",NULL,"Hdi","000001",NULL,"39BC8S",2010,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-12-18","2025-03-27 17:12:05.078473+00","2023-12-19 04:19:54.829467+00","24",False
"162","EQ-022-005H","2000","A","Sin color",NULL,"Hdi","0000001",NULL,"50BC5S",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-12-19","2025-02-26 18:28:39.406903+00","2023-12-19 16:53:36.232557+00","24",False
"195","EQ-023-002H","CONSTELLATION","VOLKSWAGEN","Sin color",NULL,"HDI","00000001",NULL,"46BC7S",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-12-20","2025-01-16 17:21:12.275542+00","2023-12-20 22:06:01.664217+00","57",False
"196","AST01","HINO",NULL,"Sin color",NULL,NULL,NULL,NULL,"18AH6P",NULL,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2023-12-28","2023-12-28 20:37:07.226135+00","2023-12-28 20:37:07.219743+00",NULL,False
"197","EQ-031-001H","2000","KENTWORTH","Sin color",NULL,"HDI","00000001",NULL,"37BE3Y",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-01-03","2025-01-16 22:16:22.896472+00","2024-01-03 17:05:47.419727+00","25",False
"198","EQ-033-001","2016","CHEVROLET","Sin color",NULL,"SEGUROS ATLAS","I15-1-69-5767","3GB3C9CG5GG256372","29AC7B",2016,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","CAMIONETA LOCALES","Queretaro de Arteaga","2024-01-03","2025-05-21 15:23:44.414234+00","2024-01-03 18:48:07.0039+00","189",False
"199","EQ-013-002","2000","Silverado","Sin color",NULL,"Hdi","0000001",NULL,"Ld76922",2000,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-01-04","2024-01-04 15:43:12.319356+00","2024-01-04 15:43:12.314588+00","15",False
"201","EMX-001-001","2000","FREIGHTLINER","Sin color",NULL,"QUALITAS","000000001",NULL,"PDF1315",2000,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Ciudad de México","2024-01-18","2024-01-18 22:26:46.813467+00","2024-01-18 22:26:46.808149+00",NULL,False
"203","EQ-034-001","2006","INTERNATIONAL","Sin color",NULL,"HDI","000000001","3HANKAAR76L355452","89AY9X",2006,"","","","TORTHON","0919JIJR05092022021001000","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-01-23","2025-05-21 15:24:10.95668+00","2024-01-23 18:50:08.932748+00","58",False
"206","EQ-037-002","2000","INTERNATIONAL","Sin color",NULL,"HDI","0000001",NULL,"307VS9",2000,"","","","CAJA",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-02-02","2024-02-02 22:16:20.989793+00","2024-02-02 22:16:20.986959+00",NULL,False
"207","EG-005-003","2022","FORD","Sin color",NULL,"HDI","000000001",NULL,"20AU5R",2022,"","","","UNIDAD 2.5 TN",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-02-02","2024-02-02 22:19:12.872711+00","2024-02-02 22:19:12.869904+00",NULL,False
"208","EQ-005-019","TRANSIT","PEUGEOT","Sin color",NULL,"HDI","0000001",NULL,"SX0333D",2000,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-02-14","2024-02-14 16:40:08.9432+00","2024-02-14 16:40:08.933712+00","7",False
"209","EMX-001-002","2000","INTERNATIONAL","Sin color",NULL,"HDI","0000001",NULL,"403EG4",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Mexico","2024-02-22","2024-02-22 21:09:27.554788+00","2024-02-22 21:09:27.54228+00",NULL,False
"211","EQ-028-001","2000","FREIGHTLINER|","Sin color",NULL,"HDI","0000001",NULL,"87AL5D",2000,"","","","TRACTO",NULL,"T2S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-03-08","2024-03-08 16:26:46.707884+00","2024-03-08 16:26:46.700938+00",NULL,False
"212","EQ-028-002","2001","INTERNATIONAL","Sin color",NULL,"HDI","000001",NULL,"80UR6Y",2001,"","","","CAJA",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-03-08","2024-03-08 16:27:42.256026+00","2024-03-08 16:27:42.252618+00",NULL,False
"213","EG-005-004","2012","KENTWORTH","Sin color",NULL,"HDI","000000001",NULL,"43AZ6V",2012,"","","","TRACTO","1431LTP14042021021001000","T2S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-03-13","2024-03-13 19:47:26.271299+00","2024-03-13 19:47:26.237988+00",NULL,False
"214","EG-005-005","2000","INTERNATIONAL","Sin color",NULL,"HDI","0000001",NULL,"67UM6N",2000,"","","","CAJA",NULL,"CTR007","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-03-13","2024-03-13 22:34:10.153542+00","2024-03-13 22:34:10.148648+00",NULL,False
"217","EQ-038-001","2000","FREIGHTLINER","Sin color",NULL,"HDI","00000001",NULL,"83BC5S",2000,"","","","RABON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-03-26","2024-03-26 14:07:08.035875+00","2024-03-26 14:07:08.02576+00",NULL,False
"218","EQ-012-002B","2023","NISSAN","Sin color",NULL,"HDI","000001",NULL,"3905ZP",2023,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-04-03","2024-04-03 15:48:44.644069+00","2024-04-03 15:48:44.637073+00","14",False
"219","EQ-031-002H","2000","Kenworth","Sin color",NULL,"Hdi","0000001",NULL,"15AZ6S",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-04-24","2025-01-16 22:16:44.338574+00","2024-04-25 04:25:36.139684+00","25",False
"220","EQ-031-004H","2000","FREIGHTLINER","Sin color",NULL,"HDI","00000001",NULL,"84BH3E",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-05-07","2025-01-16 22:17:14.341515+00","2024-05-07 18:31:42.922811+00","25",False
"221","EQ-041-001","2021","FIAT","Sin color",NULL,"HDI","000000001","00000000001","ULE075J",2021,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-05-15","2024-10-21 20:05:19.70013+00","2024-05-15 17:24:33.341258+00","91",False
"222","EQ-040-001","2000","F","Sin color",NULL,"HDI","0000001",NULL,"SY9382D",2000,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-05-23","2024-10-28 18:14:19.334502+00","2024-05-23 19:09:53.060033+00","94",False
"223","EQ-031-003G","2000","F","Sin color",NULL,"HDI","000001",NULL,"65BF4C",2000,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-05-23","2025-01-16 22:16:59.619405+00","2024-05-23 19:13:48.985199+00","25",False
"227","EMX-001-003E","2000","FORD","Sin color",NULL,"HDI","000001",NULL,"LC35840",2000,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Ciudad de México","2024-07-31","2024-07-31 22:42:48.877383+00","2024-07-31 22:42:48.875435+00",NULL,False
"228","EQ-044-001","NP 300","NISSAN","Sin color",NULL,"HDI","0000001","3N6AD35A4PK853156","SY9288B",2023,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-08-01","2024-10-21 20:05:52.976711+00","2024-08-01 18:36:53.197756+00","90",False
"229","EQ-013-003","2000","HINO","Sin color",NULL,"HDI","0000001",NULL,"06BF7B",2020,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-08-22","2025-04-08 23:24:08.640297+00","2024-08-22 23:31:30.615897+00","15",False
"230","EQ-023-003G","2017","FREIGHTLINER","Sin color",NULL,"HDI","00000001","JLMBBG1S6HK000855","88BF9G",2017,"","","","RABON","2242GOTA03092024230303000","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","DIVISION CARGA PELIGROSA","Queretaro de Arteaga","2024-09-17","2025-01-16 17:22:59.972099+00","2024-09-17 16:52:57.044969+00","57",False
"263","EQ-016-001","2012","DODGE","Sin color",NULL,NULL,NULL,"3C7WDAKT0CG167103","36AU2N",2012,"","","","UNIDAD 3.5 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-10-07","2024-10-23 19:10:30.283144+00","2024-10-07 16:52:28.856773+00","18",True
"296","EQ-025-002E","2020","DODGE","Sin color",NULL,"HDI","00000001","3C7WRAKT2LG113433","LF21740",2020,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-10-11","2025-05-21 15:21:45.620962+00","2024-10-11 20:32:25.877773+00","93",False
"329","EQ-025-001","2000","FORD","Sin color",NULL,NULL,NULL,"3FDKF36L8YMA61353","LD54218",2000,"","","","UNIDAD 3.5 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-10-28","2024-10-28 18:21:58.397105+00","2024-10-28 18:21:58.389981+00","93",True
"395","EGT-001-001H","2016","FREIGHTLINER","Sin color",NULL,"HDI","0000001",NULL,"65BF7X",2016,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Guanajuato","2024-11-23","2025-05-21 15:14:55.603976+00","2024-11-24 01:12:08.318339+00","420",False
"428","EQ-046-001B","2022","CHEVROLET","Sin color",NULL,"HDI","0000001","LSFAM2AB0RA094627","SU3757E",2022,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2024-11-28","2025-04-28 19:02:59.487525+00","2024-11-28 16:13:21.306797+00","354",False
"461","EQ-024-001G","2016","INTERNATION","Sin color",NULL,"HDI","000001","3HAMMMDL2GL739736","98BH3E",2016,"","","","RABON","2242HDAR2602202102100","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-01-16","2025-05-21 15:14:22.686682+00","2025-01-16 17:25:15.862775+00","123",False
"494","EQ-031-005H","2014","kentworth","Sin color",NULL,"hdi","0000001","3BKHKM9X7EF302016","14BH5S",2014,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-01-16","2025-01-23 03:31:01.327091+00","2025-01-16 22:20:13.242641+00","25",False
"527","EQ-023-004G","DELIVERY","VOLKSWAGEN","Sin color",NULL,"HDI","00000001",NULL,"25BH9D",2024,"","","","RABON",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-02-18","2025-02-18 18:16:17.479433+00","2025-02-18 18:16:17.469972+00","57",False
"560","EQ-024-002T","2011","KENWORTH","Sin color",NULL,"HDI","000000001","3WKAD40X3BF830992","96BH4S",2011,"","","","TRACTO","2242HUAR26022021021003006","T3S2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-02-24","2025-02-24 19:22:09.464252+00","2025-02-24 19:22:09.433173+00","123",False
"593","EQ-022-006H","2000","Freightliner","Sin color",NULL,"HDI","0000001",NULL,"48BE1Z",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-02-26","2025-02-26 18:29:35.762743+00","2025-02-26 18:29:35.756649+00","24",False
"594","EQ-031-007H","2017","Freightliner","Sin color",NULL,"Hdi","00000001",NULL,"32BJT9",2017,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-02-26","2025-04-02 18:25:21.837275+00","2025-02-26 18:45:53.436284+00","25",False
"626","EQ-041-002","2024","FAW","Sin color",NULL,"BANORTE","9346610","3EP2CD2B9RE000792","66BH8Y",2024,"","","","UNIDAD 3.5 TN","1522SARS119022025021001000","VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-03-03","2025-03-03 19:00:23.304758+00","2025-03-03 18:59:09.518481+00","91",False
"659","EQ-047-001","NP 300","NISSAN","Sin color",NULL,"HDI","0000001",NULL,"LD45642",2011,"","","","UNIDAD 1 TN",NULL,"VL","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-03-10","2025-03-10 22:51:06.121732+00","2025-03-10 22:51:06.037826+00","255",False
"692","EQ-001-004H","2020","hino","Sin color",NULL,"HDI","000000001",NULL,"94BH6S",2020,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-03-13","2025-03-13 18:44:44.905545+00","2025-03-13 18:44:44.886965+00","156",False
"725","EQ-023-006","2025","VOLKSWAGEN","Sin color",NULL,"HDI","00000001","3MN658249SD301780","15BJ1U",2025,"","","","TORTHON","2242GOTE27112023021001003","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-03-31","2025-03-31 18:46:56.442684+00","2025-03-31 18:46:56.422637+00","57",False
"758","EQ-031-008H","2000","KENTWORTH","Sin color",NULL,"HDI","00000001",NULL,"09BJ4U",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-04-02","2025-05-05 20:36:06.754537+00","2025-04-02 18:26:56.381975+00","25",False
"791","EQ-022-007H","2013","KENWORTH","Sin color",NULL,"0830423497","QUALITAS","3WKHDN9XXDF382163","64BJ1T",2013,"","","","TORTHON","2242SIGS24042023021001003","C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO","RAMPA HIDRAULICA","Queretaro de Arteaga","2025-04-08","2025-04-08 19:19:12.095268+00","2025-04-08 19:19:12.082411+00","24",False
"824","EQ-048-001E","2000","FORD","Sin color",NULL,"HDI","00000001",NULL,"66BH8Y",2000,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-04-10","2025-04-10 19:09:59.087451+00","2025-04-10 19:09:59.076917+00","288",False
"857","EQ-031-009","2016","FREIGHTLINER","Sin color",NULL,"HDI","00000001",NULL,"08BJ4U",2016,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-05-05","2025-05-05 20:39:23.56772+00","2025-05-05 20:39:23.525551+00","25",False
"890","EGT-001-002","2017","Kenworth","Sin color",NULL,"Qualitas","8330148357","2NKHHM6X2HM137770","31BJ5V",2017,"","","","TORTHON","1124RAPM03092024021001001","C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Guanajuato","2025-05-13","2025-05-21 15:13:44.352241+00","2025-05-13 18:14:43.964637+00","420",False
"923","EQ-022-008","2000","FREIGHTLINER","Sin color",NULL,"HDI","00000001",NULL,"72BK8C",2000,"","","","TORTHON",NULL,"C3","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-05-23","2025-06-13 18:59:43.970039+00","2025-05-23 16:25:21.447426+00","24",False
"956","EQ-031-006E","2015","CHEVROLET","Sin color",NULL,"HDI","0000001",NULL,"27AN7Z",2015,"","","","UNIDAD 3.5 TN",NULL,"C2","0","Activa","","","",NULL,NULL,"","","","","","",NULL,NULL,"QRO",NULL,"Queretaro de Arteaga","2025-06-17","2025-06-17 17:14:45.345102+00","2025-06-17 17:14:45.331856+00","25",False
